"present","species","SSTraw","varraw","skewnessraw","Chlraw","PARraw","TSMraw","SST","turb","chl","PAR","var","skew","col_size","cor_size","gf","gr_rate","fam","lower","upper"
1,"Acanthastrea echinata",26.6268749237061,1.79454779624939,0.0413377247750759,0.153619319200516,47.121639251709,0.38835197687149,0.369603802083224,-0.862333178401285,-1.06819912858239,0.952147839201303,-0.711146256023015,0.0985062774679934,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",27.2231254577637,1.59889137744904,-0.157918184995651,0.524091303348541,45.2118492126465,0.440551221370697,0.771563968016664,-0.672100603427204,0.180546434414391,-0.141092699368964,-1.4136343326362,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.7000007629395,1.77060151100159,0.00456530461087823,2.72446465492249,46.0726013183594,2.11965990066528,0.419382919592891,1.69758770177898,1.85786347193567,0.35724249976747,-0.79289290167822,-1.94268416010903,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.6268749237061,2.34729933738708,-0.0477329306304455,0.438577175140381,45.5086402893066,0.822582960128784,0.369603802083224,0.269784728224671,-0.000712782301624193,0.0317991053908472,0.922798257432516,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",25.4231262207031,1.63461542129517,0.037835381925106,0.1791832447052,47.0939865112305,0.385988593101501,-0.470077981394357,-0.871540917052136,-0.911563706306488,0.936636737073956,-1.27916988030776,0.0164888203416572,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",27.5268745422363,1.79039573669434,-0.0697010532021523,1.8443500995636,44.0674095153809,1.72372114658356,0.972963059687008,1.38569340217911,1.46086505615335,-0.818568101206335,-0.725241884034884,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",27.5268745422363,1.79039573669434,-0.0697010532021523,1.8443500995636,44.0674095153809,1.72372114658356,0.972963059687008,1.38569340217911,1.46086505615335,-0.818568101206335,-0.725241884034884,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.3231258392334,2.17761707305908,-0.0439045578241348,0.340203642845154,45.1046295166016,0.493701636791229,0.161358137632652,-0.500285701759378,-0.25916589490895,-0.203831351312478,0.466201770266226,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",25.7268753051758,2.64801359176636,-0.168428018689156,NA,46.337272644043,NA,-0.254503857728674,NA,NA,0.508604586450407,1.65633140361134,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.5115623474121,2.71904611587524,-0.191384389996529,0.492128372192383,46.3942794799805,1.24214625358582,0.29082837322024,0.891470891098141,0.116514737163678,0.541092877462719,1.81741420026575,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.7731246948242,1.71893095970154,0.0152889406308532,0.963092446327209,45.202880859375,1.49127101898193,0.469024595482372,1.16719022400465,0.799718771656826,-0.146334746514292,-0.973116051648551,-0.82296171223107,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.7000007629395,1.77060151100159,0.00456530461087823,2.72446465492249,46.0726013183594,2.11965990066528,0.419382919592891,1.69758770177898,1.85786347193567,0.35724249976747,-0.79289290167822,-1.94268416010903,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.4750003814697,2.58937573432922,-0.148054257035255,0.484263122081757,44.8490715026855,0.933936953544617,0.265779623191004,0.461291849416111,0.100120520002258,-0.353972260104628,1.52006639031416,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",25.6481246948242,2.46941423416138,-0.162398636341095,NA,44.7023582458496,NA,-0.310148663555799,NA,NA,-0.440553664592761,1.23141101729279,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
1,"Acanthastrea echinata",25.8731250762939,2.47478723526001,-0.159783199429512,0.31523060798645,45.052661895752,0.556038975715637,-0.151614880352736,-0.320925145778362,-0.336745081446405,-0.234293422662459,1.24463687731801,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.7000007629395,1.79846787452698,0.057816457003355,0.156297758221626,46.8246917724609,0.392502784729004,0.419382919592891,-0.84629644688768,-1.05061018288701,0.785104689826951,-0.697868069002541,0.409321061805523,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.7000007629395,1.7470418214798,0.0476048663258553,2.65061283111572,46.2537307739258,2.34056711196899,0.419382919592891,1.84712785559075,1.82989964756948,0.460921657521193,-0.874405968896797,0.229280407121196,100,22.5,"massive",NA,"Lobophyllidae",50,15
1,"Acanthastrea echinata",26.4750003814697,2.50007009506226,-0.155425563454628,0.476219683885574,44.0809783935547,0.893917381763458,0.265779623191004,0.395230161889542,0.0830771674978244,-0.810433112084859,1.3064886692199,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.9981250762939,1.56032204627991,-0.116476207971573,0.509062528610229,46.1238403320312,0.447990357875824,0.620924624245889,-0.646842291597398,0.150940282805073,0.386613183059821,-1.56222368887797,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",27.5268745422363,1.92809116840363,-0.0320996940135956,1.34841310977936,44.0533065795898,2.4937744140625,0.972963059687008,1.94276728902479,1.14216475679663,-0.827025930562563,-0.274368209225369,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
1,"Acanthastrea echinata",26.4750003814697,2.50007009506226,-0.155425563454628,0.476219683885574,44.0809783935547,0.893917381763458,0.265779623191004,0.395230161889542,0.0830771674978244,-0.810433112084859,1.3064886692199,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.4018745422363,2.56156516075134,-0.128635168075562,0.483865082263947,44.8510093688965,0.933895528316498,0.215576867383296,0.461224941672263,0.0992837879412,-0.352830543388196,1.45435652445843,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.5115623474121,2.71904611587524,-0.191384389996529,0.492128372192383,46.3942794799805,1.24214625358582,0.29082837322024,0.891470891098141,0.116514737163678,0.541092877462719,1.81741420026575,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",27.375,1.66739749908447,-0.194240361452103,0.53528892993927,46.0153694152832,0.456713140010834,0.87254285222414,-0.617754442109884,0.202058545389851,0.324397993000561,-1.15833982940888,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",25.7999992370605,2.41745400428772,-0.160318166017532,0.301858067512512,44.5765991210938,0.495319038629532,-0.202987135363623,-0.495352119776922,-0.38085406805197,-0.514995674024499,1.10200341751185,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",25.6481246948242,2.36805033683777,-0.145251825451851,0.305505156517029,46.9554290771484,0.607946813106537,-0.310148663555799,-0.186301049505329,-0.368633375177477,0.858779058754874,0.976357065025546,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.5481262207031,1.59086215496063,0.0324072688817978,0.0744704753160477,47.8737449645996,0.268101781606674,0.315843906466177,-1.42126755970901,-1.80499333909914,1.3705682509653,-1.44426950044641,-0.126979669621248,100,22.5,"massive",NA,"Lobophyllidae",50,15
1,"Acanthastrea echinata",26.4750003814697,2.00750994682312,0.00843250937759876,0.153620600700378,46.3442230224609,0.402504026889801,0.265779623191004,-0.808342634583955,-1.06819064002948,0.512567757545912,-0.0287423597585954,-1.37421927618316,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.6268749237061,1.94577372074127,-1.08679711818695,0.155867964029312,46.6730461120605,0.398507475852966,0.369603802083224,-0.823394821922534,-1.05341218425824,0.699389721687206,-0.218815341857963,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.25,1.9013135433197,-0.0292305294424295,0.227162197232246,46.7907752990723,0.428764522075653,0.11086532753422,-0.713006948204623,-0.670140700987361,0.765958141032812,-0.359472380919614,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",24.5231246948242,2.15542912483215,0.0512040965259075,0.320773035287857,45.5868453979492,0.477597564458847,-1.12427650593225,-0.550308949083852,-0.319009552912258,0.0771687919291103,0.403881317279206,0.296802715370662,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.7731246948242,1.69002532958984,-0.0347010754048824,1.5987297296524,45.4127006530762,2.21968674659729,0.469024595482372,1.7671411345733,1.31543694282311,-0.0239656498549296,-1.07631479244979,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.4018745422363,2.56156516075134,-0.128635168075562,0.483865082263947,44.8510093688965,0.933895528316498,0.215576867383296,0.461224941672263,0.0992837879412,-0.352830543388196,1.45435652445843,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",27.6731262207031,1.88554000854492,-0.113339640200138,3.76980972290039,44.6312637329102,2.23581171035767,1.06914310759172,1.77805940247088,2.18832077157689,-0.482611666503613,-0.410166316695739,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.7731246948242,1.76266300678253,0.0631333217024803,0.812322735786438,46.0341911315918,1.17061829566956,0.469024595482372,0.802009105794116,0.626476381769139,0.335203991770972,-0.820237165762019,0.49082382149986,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.4018745422363,1.95223236083984,-0.0232367645949125,0.133960425853729,47.3849411010742,0.360459864139557,0.215576867383296,-0.974757191485079,-1.20753770863808,1.09938600151464,-0.19865016892762,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",25.4231262207031,1.63461542129517,0.037835381925106,0.1791832447052,47.0939865112305,0.385988593101501,-0.470077981394357,-0.871540917052136,-0.911563706306488,0.936636737073956,-1.27916988030776,0.0164888203416572,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",25.6481246948242,2.36805033683777,-0.145251825451851,0.305505156517029,46.9554290771484,0.607946813106537,-0.310148663555799,-0.186301049505329,-0.368633375177477,0.858779058754874,0.976357065025546,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.7365627288818,1.90678095817566,-0.0317258350551128,3.28841924667358,45.9787406921387,2.26391386985779,0.444220728659235,1.796900609104,2.04930334598554,0.303355887972777,-0.341998974005698,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",21.5249996185303,2.06447076797485,0.129900142550468,0.197583243250847,39.9306716918945,0.425139963626862,-3.49114868735091,-0.725812485968222,-0.812095591982115,-3.42332689565892,0.141513410467199,1.15925787030623,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",23.6231250762939,2.19105100631714,0.00822168681770563,0.497140914201736,44.2811584472656,0.512749552726746,-1.80293712853078,-0.443183085124429,0.126826667150191,-0.690708692949821,0.503626483992754,-1.39767551681662,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.6268749237061,2.58011937141418,-0.152430057525635,0.480213582515717,44.0809783935547,0.866406142711639,0.369603802083224,0.348077911922849,0.0915755764972417,-0.810433112084859,1.49827446055317,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
1,"Acanthastrea echinata",26.4750003814697,2.57104706764221,-0.152792111039162,0.480201840400696,44.8490715026855,0.933957636356354,0.265779623191004,0.461325254042214,0.0915506948032779,-0.353972260104628,1.47683985820143,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.4750003814697,2.63901495933533,-0.186930805444717,0.498247742652893,45.314380645752,1.11389720439911,0.265779623191004,0.727090595365036,0.129089646262231,-0.0812363557997941,1.63561719921942,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",27.5268745422363,1.69445192813873,-0.100527994334698,0.417715460062027,45.4683303833008,0.411065548658371,0.972963059687008,-0.776594245155134,-0.0503041958219611,0.00838337299345528,-1.06039703928422,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.4018745422363,1.95223236083984,-0.0232367645949125,0.133960425853729,47.3849411010742,0.360459864139557,0.215576867383296,-0.974757191485079,-1.20753770863808,1.09938600151464,-0.19865016892762,NA,100,22.5,"massive",NA,"Lobophyllidae",50,15
0,"Acanthastrea echinata",26.9249992370605,1.73325860500336,0.00891904346644878,0.759790539741516,45.498291015625,1.07029294967651,0.571695934172044,0.66685606500573,0.558447054216896,0.0257892668123059,-0.922605087223808,-1.32225192424263,100,22.5,"massive",NA,"Lobophyllidae",50,15
